date,time_et,session,direction,open,high,low,close,volume,trade_count,wick_len,body_len,wick_pct,extreme,prints_at_extreme,prints_at_extreme_size,max_extreme_lag_ms,all_dark,repeat_level,verdict
2025-03-13,15:35,rth,up,468.89,477.2463,467.32,467.34,836304,1708,8.3563,1.55,1.788,477.2463,3,514534,4,True,True,GHOST
2025-03-13,15:40,rth,up,467.31,477.2463,467.2,467.78,510946,2072,9.4663,0.47,2.024,477.2463,1,102907,3,True,True,GHOST
2025-03-13,15:45,rth,up,467.81,477.2463,467.34,467.87,458698,2147,9.3763,0.06,2.004,477.2463,1,102907,2,True,True,GHOST
2025-03-13,15:50,rth,up,467.86,477.2463,466.78,467.71,841947,4467,9.3863,0.15,2.007,477.2463,1,102907,2,True,True,GHOST
2025-03-13,15:55,rth,up,467.72,477.2463,467.58,468.39,2094429,9809,8.8563,0.67,1.891,477.2463,4,411628,3,True,True,GHOST
2025-03-14,09:55,rth,down,477.2,477.2,468.3104,475.74,661778,2986,7.4296,1.46,1.562,468.3104,1,102876,4,True,False,GHOST
2025-03-14,10:05,rth,down,475.3,476.59,468.3104,474.5659,713671,3392,6.2555,0.7341,1.318,468.3104,1,102866,4,True,True,GHOST
2025-03-14,11:10,rth,down,477.3,477.9,468.3104,477.3998,461462,2200,8.9896,0.0998,1.883,468.3104,1,102876,2,True,True,GHOST
2025-03-14,11:25,rth,down,478.315,478.47,474.7,478.1275,536411,1323,3.4275,0.1875,0.717,474.7,1,295776,2980181,True,True,GHOST
2025-03-14,11:35,rth,down,478.585,479.06,468.3104,479.04,579091,1875,10.2746,0.455,2.145,468.3104,2,205732,5,True,True,GHOST
2025-03-14,11:40,rth,down,479.06,479.47,468.3104,479.44,1039618,2506,10.7496,0.38,2.242,468.3104,5,617195,4,True,True,GHOST
2025-03-14,13:00,rth,down,479.18,479.67,468.3104,478.855,487699,2026,10.5446,0.325,2.202,468.3104,1,102866,3,True,True,GHOST
2025-03-14,14:15,rth,down,477.89,478.09,468.3104,477.83,287163,963,9.5196,0.06,1.992,468.3104,1,102876,4,True,True,GHOST
2025-03-14,14:30,rth,down,477.86,478.65,468.3104,478.62,646599,1394,9.5496,0.76,1.995,468.3104,1,102876,3,True,True,GHOST
